Global Employee,Gender,Age,Education,Tenure in Vodafone,Prevous Exp in Months,Performance Rating 1,Performance Rating 2,Performance Rating 3,Performance Rating 4,Performance Rating 5,Building Team Commitment,Strategic Thinking,Leads Decision Making and Delivers Results,Analytical Thinking,Customer Relations,Service Quality and Planning,Solution Selling,In Market Execution,Sales Planning and Forecasting,Negotiation ,Actionable Insights,Solving Problems,Engage,Applied Thinking,Change,Drive,Average Comp Score,Competency Group,Attried,Local Band
90068896,2,1,3,1,23,0,0,0,0,0,3.5,1.7,2.3,1.3,2,1.5,1.5,2.5,2,1.5,2,2.5,3.5,2,2.5,2,2.1,C,No,2
90068908,2,1,3,1,22,0,0,0,0,0,3.5,2.3,2.3,2.7,2.5,2.5,2,2.5,2.7,2.5,2,2,2.5,2.3,3,3,2.5,C,No,2
90068910,1,1,3,1,89,0,0,0,0,0,2.5,1.7,2.3,1.7,2,1.5,2,1.5,1.7,3,2,2,2,1.7,2.5,2.3,2,D,No,2
90068913,2,1,3,1,44,0,0,0,0,0,3.5,2.3,2,2.7,2,2,1.5,2.5,2.3,2.5,1.5,3,2,2.3,2.5,2.7,2.3,C,No,2
90068914,2,1,3,1,42,0,0,0,0,0,2.5,2,2,1.7,2.5,2.5,2.5,2.5,2,2,1.5,1.5,3,1.7,3,2.3,2.2,C,No,2
90068918,1,1,3,1,20,0,0,0,0,0,2.5,1.3,1.7,2,1.5,1.5,1,2,1.7,1,1.5,1.5,2,2,2.5,1.7,1.7,D,No,2
90068923,2,1,2,1,114,0,0,0,0,0,3.5,3.3,3.7,3.3,3.5,2,2,2.5,2.7,3,2.5,3.5,3.5,3,3,3.3,3,B,No,4
90068924,2,1,3,1,56,0,0,0,0,0,4,2.3,3,3,3,1.5,2,2.5,2.7,1.5,2,3.5,3.5,3.3,3.5,3.7,2.8,B,No,2
90068926,2,1,3,1,23,0,0,0,0,0,2,1.7,1.7,1.3,2,1,1,2,2,1,1,2.5,1.5,1.7,1.5,2,1.6,D,No,2
90068927,2,1,3,1,53,0,0,0,0,0,3,3,3,2.7,2.5,2.5,2.5,2.5,2.7,2,3,3,3,3,3,3.3,2.8,B,No,2
90068929,2,1,3,1,31,0,0,0,0,0,4,3.3,2.7,3,3,2,2.5,1.5,3,2.5,2.5,3,2.5,2.7,2,3.3,2.7,B,No,2
90068930,2,1,3,1,13,0,0,0,0,0,2.5,2.3,2.3,2,3,2,1.5,2.5,1.7,1.5,2,2.5,3,2.7,2.5,2,2.3,C,No,2
90068934,2,1,3,1,133,0,0,0,0,0,2,1.7,2,2,3,2,2,2,1.7,2.5,2,2,3,2,3,2.3,2.2,C,No,2
90068935,2,1,3,1,66,0,0,0,0,0,2.5,1.7,2,2.3,2.5,1.5,1.5,2.5,2,1.5,1.5,2.5,2.5,2.7,2.5,2.7,2.1,C,No,2
90068943,2,1,3,1,60,0,0,0,0,0,4,3.3,4,3,3,3.5,3,2.5,3.7,3,2,3.5,3.5,3.3,3.5,3.7,3.3,A,No,2
90068954,2,1,3,1,26,0,0,0,0,0,3,2.7,3.3,2.7,2.5,2.5,2.5,3,2.3,2.5,2,3.5,4,3.3,2.5,3,2.8,B,No,2
90068958,2,1,3,1,32,0,0,0,0,0,2.5,2.3,2.3,2.3,3,2.5,2.5,2.5,2,2.5,2,3,3,2.7,2,3,2.5,C,No,2
90068962,2,1,3,1,0,0,0,0,0,0,2.5,2,1.7,2.7,2,2.5,1.5,2,1.7,1.5,2,3.5,2.5,3,2.5,2.3,2.2,C,No,2
90068963,2,1,3,1,0,0,0,0,0,0,3.5,3,2.7,2.7,4,3,2.5,3.5,3.3,2,3,3.5,4,2.7,3.5,3,3.1,A,No,2
90068964,2,1,3,1,13,0,0,0,0,0,3.5,3,2.7,3.3,3.5,2,1.5,3.5,4,1.5,3,3,3.5,3.7,3,2.3,2.9,B,No,2
90068966,2,1,3,1,26,0,0,0,0,0,3,1.7,2,1.7,2.5,2,1.5,2,2,1,1.5,2,2.5,2,2.5,2.3,2,D,No,2
90068968,2,1,3,1,66,0,0,0,0,0,2.5,3,3,3.3,3.5,3.5,3.5,3.5,2.3,3.5,3.5,3.5,3,3.3,3,3.3,3.2,A,No,2
90068969,2,1,3,1,12,0,0,0,0,0,3.5,2.3,3,2.3,4,3,3,3.5,2.7,2.5,3,2.5,3,3,4,3.3,3,B,No,2
90068980,1,1,3,1,13,0,0,0,0,0,3,2.3,2,2.3,2.5,2,2,2.5,2.7,2,2.5,3.5,2,2.3,2,3,2.4,C,No,2
90068987,2,1,3,1,26,0,0,0,0,0,3,2.3,2,2,2.5,2,1.5,2.5,2.3,2.5,2,3,2,2.3,2.5,2.7,2.3,C,No,2
90068988,2,1,3,1,0,0,0,0,0,0,3,2.3,3,2.3,2,2.5,2,2,2.3,2,1.5,2.5,2,2.7,2,2.7,2.3,C,No,2
90068995,2,1,3,1,57,0,0,0,0,0,3,2.3,2.7,2.3,2,2,1.5,1.5,2.3,1.5,2,2.5,2.5,2.7,2.5,2.3,2.2,C,No,2
90068999,2,1,3,1,72,0,0,0,0,0,4,2.7,3.3,3,3.5,2.5,3,4,3.3,3.5,3.5,3.5,4.5,3.3,4,3.7,3.5,A,No,2
90069001,2,1,3,1,51,0,0,0,0,0,3.5,3.3,2.7,3.3,3,2.5,3,2,3,3,2,2.5,2,3.7,3.5,3,2.9,B,No,2
90069019,2,1,3,1,42,0,0,0,0,0,3,2,2.3,2.3,3.5,2.5,2.5,3,2.3,2,3,2.5,3,2.3,3.5,3.3,2.7,B,No,2
90069020,2,1,3,1,47,0,0,0,0,0,3,1.7,3.3,2,2,2.5,2.5,2.5,2.3,2.5,2,2.5,2.5,2.7,3,3,2.5,C,No,2
90069022,2,1,3,1,70,0,0,0,0,0,3,2,2,2.3,3,2,2.5,2,2,2.5,2.5,2.5,2.5,2.3,2,2.3,2.3,C,No,2
90069023,2,1,3,1,22,0,0,0,0,0,2.5,2.3,2.3,2.3,3,2,1.5,2,2.7,1.5,2,2.5,2.5,2.7,2.5,2.3,2.3,C,No,2
90069024,2,1,3,1,42,0,0,0,0,0,2.5,2.3,2,2.3,2,2.5,1.5,2.5,2.3,1.5,2,2.5,2.5,2.7,2.5,2,2.2,C,No,2
90069025,2,1,3,1,43,0,0,0,0,0,3.5,2.7,3,2.7,3.5,3.5,2.5,3.5,3,2.5,2.5,3,2.5,3.3,3,3,3,B,No,2
90069028,2,1,3,1,23,0,0,0,0,0,4,3,3,3,3,2.5,2.5,3,2.7,2,2.5,2.5,2.5,3,2.5,2.7,2.8,B,No,2
90069032,2,1,3,1,33,0,0,0,0,0,3.5,2.3,2.7,1.7,2.5,2,2.5,2,2.7,2.5,2,3.5,3.5,2.7,3,2.7,2.6,B,No,2
90069033,2,1,3,1,141,0,0,0,0,0,3,2.3,2.3,2.3,2.5,2,2,2.5,2.3,2,2,2.5,2.5,2.3,2.5,2.7,2.4,C,No,3
90069034,2,1,3,1,0,0,0,0,0,0,2,2,1.3,1.7,2.5,2,1.5,2,2,1.5,2.5,2,2.5,1.7,2.5,2,2,D,No,2
90069039,2,1,3,1,32,0,0,0,0,0,2.5,2.7,3.3,3.3,3.5,3.5,3.5,3.5,2.7,3.5,2.5,2.5,3.5,3.3,4,3.7,3.2,A,No,2
90069041,2,1,3,1,40,0,0,0,0,0,3.5,2.7,3,2.7,3.5,3,2.5,3,2.7,3,3,3,1.5,3,3,3.3,2.9,B,No,2
90069048,2,1,3,1,15,0,0,0,0,0,3,3.7,3,3.7,3,3,1.5,2.5,3,1.5,3,3,3,3.3,3,3,2.9,B,No,2
90069050,2,1,3,1,29,0,0,0,0,0,3,2,3,2.3,3.5,2.5,1.5,2.5,3.3,2,3,3,2.5,3.3,2.5,3.7,2.7,B,No,2
90069052,2,1,3,1,8,0,0,0,0,0,3,2.7,2.7,2.7,2.5,2,2,2,2.7,1.5,2,3.5,3.5,3.3,3,2.7,2.6,B,No,2
90069054,2,1,3,1,24,0,0,0,0,0,3,2.3,2.3,2.3,3,2,1.5,2.5,2,1.5,1.5,3,2.5,1.7,2.5,2.7,2.3,C,No,2
90069082,2,1,3,1,32,0,0,0,0,0,2,2,2.3,1.7,2.5,1.5,1.5,1.5,2,2,1.5,2,3,2.3,3,2,2.1,C,No,2
90068110,2,1,3,1,25,0,0,0,0,0,3.5,2.7,2.7,3,3.5,2.5,3,3,2.7,2,2.5,3,3.5,2.7,2.5,3,2.9,B,No,2
90068125,2,1,2,1,59,0,0,0,0,0,3,2,2.7,2.3,3,3,2.5,2.5,2.7,2,2.5,2.5,3,3,3.5,2.3,2.7,B,No,4
90068133,2,1,2,1,58,0,0,0,0,0,2.5,2.7,2.7,2,2.5,2.5,2,2.5,3,2.5,2.5,2.5,1.5,2.3,2,3,2.4,C,No,4
90068147,2,1,3,1,0,0,0,0,0,0,2,2,1.7,1.7,2,2.5,2.5,2.5,2,1.5,2.5,2,2,1.7,2.5,2.7,2.1,C,No,3
90068151,2,1,3,1,0,0,0,0,0,0,3,2,2.3,2.3,3,2.5,2,2.5,2.7,2,2.5,2.5,3.5,2.7,3.5,2.3,2.6,B,No,2
90068180,2,1,3,1,0,0,0,0,0,0,3,2.3,3,2.3,2.5,2.5,1.5,2,2.7,2,2,1.5,3,3,2.5,2.3,2.4,C,No,2
90068181,2,1,2,1,116,0,0,0,0,0,3.5,2.7,2.7,3,3,2.5,1.5,3,3,1.5,2.5,3.5,4,2.7,3.5,2.3,2.8,B,No,4
90068889,2,1,3,1,72,0,0,0,0,0,2.5,2.3,2.3,2.3,2,3,1.5,2,2.3,1.5,2,2.5,2.5,2.3,2.5,2.3,2.3,C,No,2
90068922,2,1,3,1,85,0,0,0,0,0,2.5,1.3,1.7,1.7,3,1.5,1.5,2.5,1.7,1.5,3,2.5,2.5,2.3,2.5,2.3,2.1,C,No,2
90068939,2,1,2,1,138,0,0,0,0,0,3,1.7,3,3,3,2.5,2.5,2.5,3,2,2.5,3,3,3,3,3,2.7,B,No,4
90069097,2,1,3,1,47,0,0,0,0,0,2.5,2,2.3,2.3,2.5,3,2.5,3.5,2,2.5,3,2,2.5,2.7,3,2.3,2.5,C,No,2
90068140,2,1,2,1,70,0,0,0,0,0,2.5,2,2.3,2.3,3,2.5,2.5,2.5,2.3,3.5,2,2.5,2.5,2.3,3.5,2.3,2.5,C,No,4
90068095,2,1,3,1,18,0,0,0,0,0,2.5,2.3,2.3,2.3,2.5,3,2,3,2.3,2,2.5,2.5,2.5,3.3,2,2.3,2.5,C,No,2
90068863,2,1,3,1,102,0,0,0,0,0,3.5,3,3,2.7,2.5,2,3.5,2.5,3,2,2,3,3,2.7,2.5,3.3,2.8,B,No,3
90068946,2,1,3,1,112,0,0,0,0,0,3,2,3.3,1.7,2.5,2,2.5,3,2.7,3,2.5,2,2,2.3,2.5,2.7,2.5,C,No,3
90069037,2,1,2,1,153,0,0,0,0,0,2.5,2.7,2.3,3,2,2.5,1.5,2.5,3,1.5,2.5,2,2.5,2.7,3,2.3,2.4,C,No,5
90068856,2,1,3,1,75,0,0,0,0,0,3.5,2.3,2.7,2.3,3,2,2.5,2.5,2.7,3,2.5,2.5,3.5,2.7,3,3,2.7,B,No,2
90068921,2,1,1,1,234,0,0,0,0,0,3.5,1.7,2.3,2.3,3,3,2.5,3,2.3,2.5,2.5,2.5,2.5,2.3,4,3,2.7,B,No,6
90068113,2,1,4,1,66,0,0,0,0,0,3.5,2.3,2.7,3,2.5,2.5,1.5,2,2.7,1.5,2,2.5,2.5,3.3,3,2.7,2.5,C,No,2
90069026,2,1,2,1,78,0,0,0,0,0,3,2,2.7,2.3,2,2,1.5,2,2.7,1,2,3,3,2.3,2.5,2.7,2.3,C,No,3
90068061,2,1,4,1,84,0,0,0,0,0,3.5,2,2,2,2,2,1.5,2,1.7,1,2,2,2,2,2,2.3,2,D,No,2
90068062,2,1,2,1,77,0,0,0,0,0,3.5,2.3,2.7,2.7,3,3,1.5,2,3,2,2.5,3,3.5,2.7,3.5,3,2.7,B,No,3
90068103,2,1,4,1,44,0,0,0,0,0,3.5,3,3,3,2.5,2,2.5,2,2.3,2.5,2.5,3,3,2.3,2.5,3,2.7,B,No,2
90068105,2,1,4,1,73,0,0,0,0,0,3,1.7,2.7,2.3,2.5,2,2.5,2,2.3,2.5,2,2.5,3.5,2.3,2.5,2.3,2.4,C,No,2
90068106,2,1,4,1,47,0,0,0,0,0,3,1.7,2.3,2,2.5,1.5,1.5,2,2,1.5,2,2.5,3,2.3,2.5,2.3,2.2,C,No,2
90068107,2,1,2,1,111,0,0,0,0,0,3,2,2,2,2.5,2,1.5,2,2,1,2.5,2,3,2,2.5,2,2.1,C,No,3
90068165,2,1,4,1,50,0,0,0,0,0,3.5,2.3,3,3,2.5,2,1.5,2.5,2.3,1.5,2.5,3.5,3.5,3,3,2.7,2.6,B,No,2
90068176,2,1,4,1,75,0,0,0,0,0,3.5,2.3,3,2.3,2.5,2,2.5,2.5,3,2.5,2,2,2.5,2.7,3,3.3,2.6,B,No,2
90068178,2,1,2,1,51,0,0,0,0,0,2.5,2.3,2.7,2.7,3.5,2.5,2,2.5,2.3,2,2.5,2.5,2.5,2.3,2,2.7,2.5,C,No,3
90068634,2,1,2,1,128,0,0,0,0,0,2.5,2,1.7,2,3.5,2,2,2.5,2,2,2,3,2.5,2,2.5,2.7,2.3,C,No,3
90068853,2,1,4,1,35,0,0,0,0,0,3,2.3,3.3,2.7,2.5,3.5,3.5,2.5,2,3.5,2,2,3,3.3,3.5,2.7,2.8,B,No,2
90068907,2,1,4,1,16,0,0,0,0,0,3,2.3,3,2.3,3,2,2,3,2.7,2,2,2.5,3,2.7,3.5,2.3,2.6,B,No,2
90068919,2,1,4,1,53,0,0,0,0,0,2.5,2.3,2.3,2.7,3.5,2.5,2,2.5,2.3,2,2.5,1.5,2.5,2.3,2.5,2.7,2.4,C,No,2
90068925,2,1,4,1,39,0,0,0,0,0,3.5,2,3,2.7,2.5,2.5,2,2,2.3,2,2,3.5,3.5,2.7,3.5,3,2.7,B,No,2
90068937,2,1,4,1,56,0,0,0,0,0,3,2,2.3,2,3,3,2.5,3,2.7,2.5,3,2,3,1.7,3.5,3.3,2.7,B,No,2
90068970,2,1,4,1,66,0,0,0,0,0,3,1.7,2.3,1.3,2.5,2,1.5,1.5,2,2.5,2,2,1.5,2,2.5,2.3,2,D,No,2
90068997,2,1,4,1,50,0,0,0,0,0,2,2,2.3,2,1.5,2.5,1.5,1.5,1.7,1,1.5,1.5,1.5,2.3,2,3,1.9,D,No,2
90069031,2,1,4,1,28,0,0,0,0,0,3.5,2.3,3.3,2.7,3.5,3.5,2.5,2.5,2,1.5,3,2.5,2,3.3,2.5,3.7,2.8,B,No,2
90069043,2,1,4,1,26,0,0,0,0,0,3.5,2,2.7,2,3,1.5,1.5,2.5,3,1,2.5,2.5,2.5,2.3,2.5,2.3,2.3,C,No,2
90069057,2,1,4,1,33,0,0,0,0,0,3.5,2.3,2,2.3,2,2,1.5,1.5,2.3,1,2,3,3,2.3,3,2.3,2.3,C,No,2
90068120,2,1,4,1,63,0,0,0,0,0,3.5,1.7,2.3,1.3,2,1.5,1.5,2.5,2,1.5,2,2.5,3.5,2,2.5,2,2.1,C,No,2
90068182,2,1,4,1,48,0,0,0,0,0,3.5,2.3,2.3,2.7,2.5,2.5,2,2.5,2.7,2.5,2,2,2.5,2.3,3,3,2.5,C,No,2
90068099,2,1,4,1,54,0,0,0,0,0,2.5,1.7,2.3,1.7,2,1.5,2,1.5,1.7,3,2,2,2,1.7,2.5,2.3,2,D,No,2
90068996,2,1,4,1,32,0,0,0,0,0,3.5,2.3,2,2.7,2,2,1.5,2.5,2.3,2.5,1.5,3,2,2.3,2.5,2.7,2.3,C,No,2
90068974,2,1,2,1,33,0,0,0,0,0,2.5,2,2,1.7,2.5,2.5,2.5,2.5,2,2,1.5,1.5,3,1.7,3,2.3,2.2,C,No,3
90069042,1,1,4,1,52,0,0,0,0,0,2.5,1.3,1.7,2,1.5,1.5,1,2,1.7,1,1.5,1.5,2,2,2.5,1.7,1.7,D,No,2
90068872,2,1,1,1,30,0,0,0,0,0,3.5,3.3,3.7,3.3,3.5,2,2,2.5,2.7,3,2.5,3.5,3.5,3,3,3.3,3,B,No,3
90068898,1,1,1,1,24,0,0,0,0,0,4,2.3,3,3,3,1.5,2,2.5,2.7,1.5,2,3.5,3.5,3.3,3.5,3.7,2.8,B,No,3
90068916,1,1,2,1,37,0,0,0,0,0,2,1.7,1.7,1.3,2,1,1,2,2,1,1,2.5,1.5,1.7,1.5,2,1.6,D,No,2
90068100,1,1,2,1,3,0,0,0,0,0,3,3,3,2.7,2.5,2.5,2.5,2.5,2.7,2,3,3,3,3,3,3.3,2.8,B,No,2
90068953,1,1,2,1,3,0,0,0,0,0,4,3.3,2.7,3,3,2,2.5,1.5,3,2.5,2.5,3,2.5,2.7,2,3.3,2.7,B,No,2
90069055,1,1,1,1,90,0,0,0,0,0,2.5,2.3,2.3,2,3,2,1.5,2.5,1.7,1.5,2,2.5,3,2.7,2.5,2,2.3,C,No,3
90067954,2,1,2,1,0,0,0,0,0,0,2,1.7,2,2,3,2,2,2,1.7,2.5,2,2,3,2,3,2.3,2.2,C,No,5
90068912,1,1,2,1,47,0,0,0,0,0,2.5,1.7,2,2.3,2.5,1.5,1.5,2.5,2,1.5,1.5,2.5,2.5,2.7,2.5,2.7,2.1,C,No,2
90068932,1,1,2,1,75,0,0,0,0,0,4,3.3,4,3,3,3.5,3,2.5,3.7,3,2,3.5,3.5,3.3,3.5,3.7,3.3,A,No,2
90068154,1,1,2,1,77,0,0,0,0,0,3,2.7,3.3,2.7,2.5,2.5,2.5,3,2.3,2.5,2,3.5,4,3.3,2.5,3,2.8,B,No,3
90068060,2,1,2,1,109,0,0,0,0,0,2.5,2.3,2.3,2.3,3,2.5,2.5,2.5,2,2.5,2,3,3,2.7,2,3,2.5,C,No,2
90068087,1,1,2,1,161,0,0,0,0,0,2.5,2,1.7,2.7,2,2.5,1.5,2,1.7,1.5,2,3.5,2.5,3,2.5,2.3,2.2,C,No,5
90067772,1,1,3,1,0,0,0,0,0,0,3.5,3,2.7,2.7,4,3,2.5,3.5,3.3,2,3,3.5,4,2.7,3.5,3,3.1,A,No,2
90067816,1,1,2,1,50,0,0,0,0,0,3.5,3,2.7,3.3,3.5,2,1.5,3.5,4,1.5,3,3,3.5,3.7,3,2.3,2.9,B,No,3
90067938,1,1,2,1,73,0,0,0,0,0,3,1.7,2,1.7,2.5,2,1.5,2,2,1,1.5,2,2.5,2,2.5,2.3,2,D,No,3
90067974,1,1,2,1,197,0,0,0,0,0,2.5,3,3,3.3,3.5,3.5,3.5,3.5,2.3,3.5,3.5,3.5,3,3.3,3,3.3,3.2,A,No,3
90068002,1,1,2,1,90,0,0,0,0,0,3.5,2.3,3,2.3,4,3,3,3.5,2.7,2.5,3,2.5,3,3,4,3.3,3,B,No,3
90068013,1,1,3,1,13,0,0,0,0,0,3,2.3,2,2.3,2.5,2,2,2.5,2.7,2,2.5,3.5,2,2.3,2,3,2.4,C,No,2
90068039,1,1,2,1,55,0,0,0,0,0,3,2.3,2,2,2.5,2,1.5,2.5,2.3,2.5,2,3,2,2.3,2.5,2.7,2.3,C,No,3
90068070,1,1,3,1,6,0,0,0,0,0,3,2.3,3,2.3,2,2.5,2,2,2.3,2,1.5,2.5,2,2.7,2,2.7,2.3,C,No,2
90067671,2,1,3,1,117,0,0,0,0,0,3,2.3,2.7,2.3,2,2,1.5,1.5,2.3,1.5,2,2.5,2.5,2.7,2.5,2.3,2.2,C,No,2
90067679,2,1,3,1,44,0,0,0,0,0,4,2.7,3.3,3,3.5,2.5,3,4,3.3,3.5,3.5,3.5,4.5,3.3,4,3.7,3.5,A,No,2
90067717,2,1,3,1,96,0,0,0,0,0,3.5,3.3,2.7,3.3,3,2.5,3,2,3,3,2,2.5,2,3.7,3.5,3,2.9,B,No,2
90067725,1,1,3,1,67,0,0,0,0,0,3,2,2.3,2.3,3.5,2.5,2.5,3,2.3,2,3,2.5,3,2.3,3.5,3.3,2.7,B,No,2
90067726,2,1,4,1,35,0,0,0,0,0,3,1.7,3.3,2,2,2.5,2.5,2.5,2.3,2.5,2,2.5,2.5,2.7,3,3,2.5,C,No,1
90067734,2,1,4,1,65,0,0,0,0,0,3,2,2,2.3,3,2,2.5,2,2,2.5,2.5,2.5,2.5,2.3,2,2.3,2.3,C,No,1
90067776,1,1,3,1,0,0,0,0,0,0,2.5,2.3,2.3,2.3,3,2,1.5,2,2.7,1.5,2,2.5,2.5,2.7,2.5,2.3,2.3,C,No,2
90067789,2,1,3,1,28,0,0,0,0,0,2.5,2.3,2,2.3,2,2.5,1.5,2.5,2.3,1.5,2,2.5,2.5,2.7,2.5,2,2.2,C,No,2
90067808,2,1,4,1,55,0,0,0,0,0,3.5,2.7,3,2.7,3.5,3.5,2.5,3.5,3,2.5,2.5,3,2.5,3.3,3,3,3,B,No,1
90067854,2,1,3,1,21,0,0,0,0,0,4,3,3,3,3,2.5,2.5,3,2.7,2,2.5,2.5,2.5,3,2.5,2.7,2.8,B,No,2
90067855,2,1,4,1,42,0,0,0,0,0,3.5,2.3,2.7,1.7,2.5,2,2.5,2,2.7,2.5,2,3.5,3.5,2.7,3,2.7,2.6,B,No,1
90067872,1,1,2,1,70,0,0,0,0,0,3,2.3,2.3,2.3,2.5,2,2,2.5,2.3,2,2,2.5,2.5,2.3,2.5,2.7,2.4,C,No,3
90067877,1,1,3,1,156,0,0,0,0,0,2,2,1.3,1.7,2.5,2,1.5,2,2,1.5,2.5,2,2.5,1.7,2.5,2,2,D,No,4
90067881,1,1,3,1,40,0,0,0,0,0,2.5,2.7,3.3,3.3,3.5,3.5,3.5,3.5,2.7,3.5,2.5,2.5,3.5,3.3,4,3.7,3.2,A,No,2
90067946,2,1,3,1,49,0,0,0,0,0,3.5,2.7,3,2.7,3.5,3,2.5,3,2.7,3,3,3,1.5,3,3,3.3,2.9,B,No,2
90067952,2,1,4,1,7,0,0,0,0,0,3,3.7,3,3.7,3,3,1.5,2.5,3,1.5,3,3,3,3.3,3,3,2.9,B,No,1
90067964,2,1,4,1,0,0,0,0,0,0,3,2,3,2.3,3.5,2.5,1.5,2.5,3.3,2,3,3,2.5,3.3,2.5,3.7,2.7,B,No,1
90067989,2,1,4,1,2,0,0,0,0,0,3,2.7,2.7,2.7,2.5,2,2,2,2.7,1.5,2,3.5,3.5,3.3,3,2.7,2.6,B,No,1
90068017,1,1,3,1,0,0,0,0,0,0,3,2.3,2.3,2.3,3,2,1.5,2.5,2,1.5,1.5,3,2.5,1.7,2.5,2.7,2.3,C,No,2
90068018,1,1,2,1,157,0,0,0,0,0,2,2,2.3,1.7,2.5,1.5,1.5,1.5,2,2,1.5,2,3,2.3,3,2,2.1,C,No,3
90068021,2,1,4,1,14,0,0,0,0,0,3.5,2.7,2.7,3,3.5,2.5,3,3,2.7,2,2.5,3,3.5,2.7,2.5,3,2.9,B,No,1
90068031,1,1,3,1,31,0,0,0,0,0,3,2,2.7,2.3,3,3,2.5,2.5,2.7,2,2.5,2.5,3,3,3.5,2.3,2.7,B,No,2
90068037,1,1,3,1,30,0,0,0,0,0,2.5,2.7,2.7,2,2.5,2.5,2,2.5,3,2.5,2.5,2.5,1.5,2.3,2,3,2.4,C,No,2
90068045,1,1,3,1,48,0,0,0,0,0,2,2,1.7,1.7,2,2.5,2.5,2.5,2,1.5,2.5,2,2,1.7,2.5,2.7,2.1,C,No,2
90068067,1,1,3,1,55,0,0,0,0,0,3,2,2.3,2.3,3,2.5,2,2.5,2.7,2,2.5,2.5,3.5,2.7,3.5,2.3,2.6,B,No,2
90068078,1,1,4,1,16,0,0,0,0,0,3,2.3,3,2.3,2.5,2.5,1.5,2,2.7,2,2,1.5,3,3,2.5,2.3,2.4,C,No,1
90068104,2,1,4,1,69,0,0,0,0,0,3.5,2.7,2.7,3,3,2.5,1.5,3,3,1.5,2.5,3.5,4,2.7,3.5,2.3,2.8,B,No,1
90067768,1,1,3,1,0,0,0,0,0,0,2.5,2.3,2.3,2.3,2,3,1.5,2,2.3,1.5,2,2.5,2.5,2.3,2.5,2.3,2.3,C,No,2
90067769,1,1,3,1,0,0,0,0,0,0,2.5,1.3,1.7,1.7,3,1.5,1.5,2.5,1.7,1.5,3,2.5,2.5,2.3,2.5,2.3,2.1,C,No,2
90067720,2,1,1,1,73,0,0,0,0,0,3,1.7,3,3,3,2.5,2.5,2.5,3,2,2.5,3,3,3,3,3,2.7,B,No,3
90067735,2,1,1,1,50,0,0,0,0,0,2.5,2,2.3,2.3,2.5,3,2.5,3.5,2,2.5,3,2,2.5,2.7,3,2.3,2.5,C,No,3
90067967,2,1,1,1,76,0,0,0,0,0,2.5,2,2.3,2.3,3,2.5,2.5,2.5,2.3,3.5,2,2.5,2.5,2.3,3.5,2.3,2.5,C,No,3
90068026,1,1,3,1,39,0,0,0,0,0,2.5,2.3,2.3,2.3,2.5,3,2,3,2.3,2,2.5,2.5,2.5,3.3,2,2.3,2.5,C,No,2
90067982,2,1,3,1,76,0,0,0,0,0,3.5,3,3,2.7,2.5,2,3.5,2.5,3,2,2,3,3,2.7,2.5,3.3,2.8,B,No,2
90068123,2,1,2,1,81,0,0,0,0,0,3,2,3.3,1.7,2.5,2,2.5,3,2.7,3,2.5,2,2,2.3,2.5,2.7,2.5,C,No,4
90068131,2,1,2,1,70,0,0,0,0,0,2.5,2.7,2.3,3,2,2.5,1.5,2.5,3,1.5,2.5,2,2.5,2.7,3,2.3,2.4,C,No,3
90067701,1,1,2,1,164,0,0,0,0,0,3.5,2.3,2.7,2.3,3,2,2.5,2.5,2.7,3,2.5,2.5,3.5,2.7,3,3,2.7,B,No,3
90067745,1,1,3,1,28,0,0,0,0,0,3.5,1.7,2.3,2.3,3,3,2.5,3,2.3,2.5,2.5,2.5,2.5,2.3,4,3,2.7,B,No,2
90067832,1,1,2,1,86,0,0,0,0,0,3.5,2.3,2.7,3,2.5,2.5,1.5,2,2.7,1.5,2,2.5,2.5,3.3,3,2.7,2.5,C,No,3
90067865,1,1,2,1,81,0,0,0,0,0,3,2,2.7,2.3,2,2,1.5,2,2.7,1,2,3,3,2.3,2.5,2.7,2.3,C,No,3
90067940,2,1,2,1,0,0,0,0,0,0,3.5,2,2,2,2,2,1.5,2,1.7,1,2,2,2,2,2,2.3,2,D,No,3
90067941,2,1,2,1,134,0,0,0,0,0,3.5,2.3,2.7,2.7,3,3,1.5,2,3,2,2.5,3,3.5,2.7,3.5,3,2.7,B,No,3
90067943,1,1,3,1,0,0,0,0,0,0,3.5,3,3,3,2.5,2,2.5,2,2.3,2.5,2.5,3,3,2.3,2.5,3,2.7,B,No,2
90067945,1,1,2,1,14,0,0,0,0,0,3,1.7,2.7,2.3,2.5,2,2.5,2,2.3,2.5,2,2.5,3.5,2.3,2.5,2.3,2.4,C,No,3
90067951,1,1,2,1,54,0,0,0,0,0,3,1.7,2.3,2,2.5,1.5,1.5,2,2,1.5,2,2.5,3,2.3,2.5,2.3,2.2,C,No,3
90067976,1,1,2,1,30,0,0,0,0,0,3,2,2,2,2.5,2,1.5,2,2,1,2.5,2,3,2,2.5,2,2.1,C,No,3
90068004,1,1,3,1,0,0,0,0,0,0,3.5,2.3,3,3,2.5,2,1.5,2.5,2.3,1.5,2.5,3.5,3.5,3,3,2.7,2.6,B,No,2
90068010,1,1,3,1,0,0,0,0,0,0,3.5,2.3,3,2.3,2.5,2,2.5,2.5,3,2.5,2,2,2.5,2.7,3,3.3,2.6,B,No,2
90068080,2,1,2,1,91,0,0,0,0,0,2.5,2.3,2.7,2.7,3.5,2.5,2,2.5,2.3,2,2.5,2.5,2.5,2.3,2,2.7,2.5,C,No,3
